financialdata_symbol,financialdata_ticker,financialdata_exchange,financialdata_name,financialdata_review_scope,official_ticker,official_exchange,official_name,official_isin,official_source_key,official_reference_scope,decision,reason,financialdata_review_queue,review_priority,review_strategy,apply_eligibility,verification_evidence_required,recommended_next_source,source_gate,financialdata_discovery_context,official_identity_context,supplement_review_context
SILO.JK,SILO,IDX,PT Siloam International Hospitals Tbk,current_exchange_gap,,,,,,,reject,exchange_not_allowed_for_isin_supplement,review_exchange_scope_before_financialdata_use,P2,decide_exchange_scope_before_any_financialdata_discovery_apply,blocked_until_exchange_scope_explicitly_allowed,explicit_exchange_scope_decision_before_financialdata_discovery_use,Reviewed exchange-scope decision plus official exchange or registry source before using FinancialData discovery.,Do not use FinancialData discovery for this exchange until scope is explicitly reviewed and allowed.,financialdata_exchange=IDX;financialdata_ticker=SILO;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=exchange_not_allowed_for_isin_supplement;financialdata_review_queue=review_exchange_scope_before_financialdata_use;apply_eligibility=blocked_until_exchange_scope_explicitly_allowed;verification_evidence_required=explicit_exchange_scope_decision_before_financialdata_discovery_use
SPMA.JK,SPMA,IDX,PT Suparma Tbk,current_exchange_gap,,,,,,,reject,exchange_not_allowed_for_isin_supplement,review_exchange_scope_before_financialdata_use,P2,decide_exchange_scope_before_any_financialdata_discovery_apply,blocked_until_exchange_scope_explicitly_allowed,explicit_exchange_scope_decision_before_financialdata_discovery_use,Reviewed exchange-scope decision plus official exchange or registry source before using FinancialData discovery.,Do not use FinancialData discovery for this exchange until scope is explicitly reviewed and allowed.,financialdata_exchange=IDX;financialdata_ticker=SPMA;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=exchange_not_allowed_for_isin_supplement;financialdata_review_queue=review_exchange_scope_before_financialdata_use;apply_eligibility=blocked_until_exchange_scope_explicitly_allowed;verification_evidence_required=explicit_exchange_scope_decision_before_financialdata_discovery_use
TAXI.JK,TAXI,IDX,PT Express Transindo Utama Tbk,current_exchange_gap,,,,,,,reject,exchange_not_allowed_for_isin_supplement,review_exchange_scope_before_financialdata_use,P2,decide_exchange_scope_before_any_financialdata_discovery_apply,blocked_until_exchange_scope_explicitly_allowed,explicit_exchange_scope_decision_before_financialdata_discovery_use,Reviewed exchange-scope decision plus official exchange or registry source before using FinancialData discovery.,Do not use FinancialData discovery for this exchange until scope is explicitly reviewed and allowed.,financialdata_exchange=IDX;financialdata_ticker=TAXI;financialdata_review_scope=current_exchange_gap;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=exchange_not_allowed_for_isin_supplement;financialdata_review_queue=review_exchange_scope_before_financialdata_use;apply_eligibility=blocked_until_exchange_scope_explicitly_allowed;verification_evidence_required=explicit_exchange_scope_decision_before_financialdata_discovery_use
533.SI,533,SGX,ABR Holdings Limited,global_expansion_candidate,,,,,,,reject,exchange_not_allowed_for_isin_supplement,review_exchange_scope_before_financialdata_use,P2,decide_exchange_scope_before_any_financialdata_discovery_apply,blocked_until_exchange_scope_explicitly_allowed,explicit_exchange_scope_decision_before_financialdata_discovery_use,Reviewed exchange-scope decision plus official exchange or registry source before using FinancialData discovery.,Do not use FinancialData discovery for this exchange until scope is explicitly reviewed and allowed.,financialdata_exchange=SGX;financialdata_ticker=533;financialdata_review_scope=global_expansion_candidate;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=exchange_not_allowed_for_isin_supplement;financialdata_review_queue=review_exchange_scope_before_financialdata_use;apply_eligibility=blocked_until_exchange_scope_explicitly_allowed;verification_evidence_required=explicit_exchange_scope_decision_before_financialdata_discovery_use
5DN.SI,5DN,SGX,Ezra Holdings Ltd,global_expansion_candidate,,,,,,,reject,exchange_not_allowed_for_isin_supplement,review_exchange_scope_before_financialdata_use,P2,decide_exchange_scope_before_any_financialdata_discovery_apply,blocked_until_exchange_scope_explicitly_allowed,explicit_exchange_scope_decision_before_financialdata_discovery_use,Reviewed exchange-scope decision plus official exchange or registry source before using FinancialData discovery.,Do not use FinancialData discovery for this exchange until scope is explicitly reviewed and allowed.,financialdata_exchange=SGX;financialdata_ticker=5DN;financialdata_review_scope=global_expansion_candidate;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=exchange_not_allowed_for_isin_supplement;financialdata_review_queue=review_exchange_scope_before_financialdata_use;apply_eligibility=blocked_until_exchange_scope_explicitly_allowed;verification_evidence_required=explicit_exchange_scope_decision_before_financialdata_discovery_use
5E2.SI,5E2,SGX,Seatrium Limited,global_expansion_candidate,,,,,,,reject,exchange_not_allowed_for_isin_supplement,review_exchange_scope_before_financialdata_use,P2,decide_exchange_scope_before_any_financialdata_discovery_apply,blocked_until_exchange_scope_explicitly_allowed,explicit_exchange_scope_decision_before_financialdata_discovery_use,Reviewed exchange-scope decision plus official exchange or registry source before using FinancialData discovery.,Do not use FinancialData discovery for this exchange until scope is explicitly reviewed and allowed.,financialdata_exchange=SGX;financialdata_ticker=5E2;financialdata_review_scope=global_expansion_candidate;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=exchange_not_allowed_for_isin_supplement;financialdata_review_queue=review_exchange_scope_before_financialdata_use;apply_eligibility=blocked_until_exchange_scope_explicitly_allowed;verification_evidence_required=explicit_exchange_scope_decision_before_financialdata_discovery_use
5JS.SI,5JS,SGX,Indofood Agri Resources,global_expansion_candidate,,,,,,,reject,exchange_not_allowed_for_isin_supplement,review_exchange_scope_before_financialdata_use,P2,decide_exchange_scope_before_any_financialdata_discovery_apply,blocked_until_exchange_scope_explicitly_allowed,explicit_exchange_scope_decision_before_financialdata_discovery_use,Reviewed exchange-scope decision plus official exchange or registry source before using FinancialData discovery.,Do not use FinancialData discovery for this exchange until scope is explicitly reviewed and allowed.,financialdata_exchange=SGX;financialdata_ticker=5JS;financialdata_review_scope=global_expansion_candidate;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=exchange_not_allowed_for_isin_supplement;financialdata_review_queue=review_exchange_scope_before_financialdata_use;apply_eligibility=blocked_until_exchange_scope_explicitly_allowed;verification_evidence_required=explicit_exchange_scope_decision_before_financialdata_discovery_use
5ML.SI,5ML,SGX,Old Chang Kee Ltd.,global_expansion_candidate,,,,,,,reject,exchange_not_allowed_for_isin_supplement,review_exchange_scope_before_financialdata_use,P2,decide_exchange_scope_before_any_financialdata_discovery_apply,blocked_until_exchange_scope_explicitly_allowed,explicit_exchange_scope_decision_before_financialdata_discovery_use,Reviewed exchange-scope decision plus official exchange or registry source before using FinancialData discovery.,Do not use FinancialData discovery for this exchange until scope is explicitly reviewed and allowed.,financialdata_exchange=SGX;financialdata_ticker=5ML;financialdata_review_scope=global_expansion_candidate;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=exchange_not_allowed_for_isin_supplement;financialdata_review_queue=review_exchange_scope_before_financialdata_use;apply_eligibility=blocked_until_exchange_scope_explicitly_allowed;verification_evidence_required=explicit_exchange_scope_decision_before_financialdata_discovery_use
5WH.SI,5WH,SGX,Rex International Holding,global_expansion_candidate,,,,,,,reject,exchange_not_allowed_for_isin_supplement,review_exchange_scope_before_financialdata_use,P2,decide_exchange_scope_before_any_financialdata_discovery_apply,blocked_until_exchange_scope_explicitly_allowed,explicit_exchange_scope_decision_before_financialdata_discovery_use,Reviewed exchange-scope decision plus official exchange or registry source before using FinancialData discovery.,Do not use FinancialData discovery for this exchange until scope is explicitly reviewed and allowed.,financialdata_exchange=SGX;financialdata_ticker=5WH;financialdata_review_scope=global_expansion_candidate;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=exchange_not_allowed_for_isin_supplement;financialdata_review_queue=review_exchange_scope_before_financialdata_use;apply_eligibility=blocked_until_exchange_scope_explicitly_allowed;verification_evidence_required=explicit_exchange_scope_decision_before_financialdata_discovery_use
9CI.SI,9CI,SGX,CapitaLand Group Pte. Ltd.,global_expansion_candidate,,,,,,,reject,exchange_not_allowed_for_isin_supplement,review_exchange_scope_before_financialdata_use,P2,decide_exchange_scope_before_any_financialdata_discovery_apply,blocked_until_exchange_scope_explicitly_allowed,explicit_exchange_scope_decision_before_financialdata_discovery_use,Reviewed exchange-scope decision plus official exchange or registry source before using FinancialData discovery.,Do not use FinancialData discovery for this exchange until scope is explicitly reviewed and allowed.,financialdata_exchange=SGX;financialdata_ticker=9CI;financialdata_review_scope=global_expansion_candidate;financialdata_name_present=true,official_exchange=none;official_ticker=none;official_source_key=none;official_reference_scope=none;official_isin_present=false;official_name_present=false,decision=reject;reason=exchange_not_allowed_for_isin_supplement;financialdata_review_queue=review_exchange_scope_before_financialdata_use;apply_eligibility=blocked_until_exchange_scope_explicitly_allowed;verification_evidence_required=explicit_exchange_scope_decision_before_financialdata_discovery_use
