listing_key,ticker,exchange,asset_type,name,instrument_scope,scope_reason,quality_status,issue_types,source_gap_field,source_gap_class,source_of_truth_outcome,scope_decision,otc_review_decision_status,metadata_enrichment_gate,deepseek_decision_candidate,deepseek_confidence,deepseek_evidence_needed,deepseek_rationale,deepseek_do_not_apply_reason,review_queue,review_gate,recommended_next_action
OTC::MMAZ,MMAZ,OTC,Stock,"M2MMA, Inc.",extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official confirmation of issuer identity and OTC listing status for 'M2MMA, Inc.' from regulatory filings or exchange.",Already extended but requires independent verification to ensure data integrity.,Insufficient evidence to confirm OTC listing scope extension.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MMCP,MMCP,OTC,Stock,"Mag Mile Capital, Inc.",extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"Official confirmation of issuer identity and OTC listing status for 'Mag Mile Capital, Inc.' from regulatory filings or exchange.",Already extended but requires independent verification to ensure data integrity.,Insufficient evidence to confirm OTC listing scope extension.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MMDDF,MMDDF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.1,Official company name for OTC ticker MMDDF,"Name empty; listing already extended in scope, but official source data is missing",No name available from official source,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MMEX,MMEX,OTC,Stock,MMEX Resources Corp,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,Official verification of OTC listing and name for MMEX,Name present but unverified; no official source of truth outcome provided,Cannot confirm listing without official evidence,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MMIRF,MMIRF,OTC,Stock,MedMira Inc,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,Official verification of OTC listing and name for MMIRF,Name present but unverified; no official source of truth outcome provided,Cannot confirm listing without official evidence,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MMJJF,MMJJF,OTC,Stock,UNDERWOOD CAP LTD.,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,Official verification of OTC listing and name for MMJJF,Name present but unverified; no official source of truth outcome provided,Cannot confirm listing without official evidence,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MMLTF,MMLTF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.1,Official company name for OTC ticker MMLTF,"Name empty; listing already extended in scope, but official source data is missing",No name available from official source,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MMMKF,MMMKF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.1,Official company name for OTC ticker MMMKF,"Name empty; listing already extended in scope, but official source data is missing",No name available from official source,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MMMPF,MMMPF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.1,Official company name for OTC ticker MMMPF,"Name empty; listing already extended in scope, but official source data is missing",No name available from official source,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MMMRF,MMMRF,OTC,Stock,Mammoth Resources Corp,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,Official verification of OTC listing and name for MMMRF,Name present but unverified; no official source of truth outcome provided,Cannot confirm listing without official evidence,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MMMW,MMMW,OTC,Stock,Mass Megawat Wind Pw,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,Official verification of OTC listing and name for MMMW,Name present but unverified; no official source of truth outcome provided,Cannot confirm listing without official evidence,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MMNGF,MMNGF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.1,Official company name for OTC ticker MMNGF,"Name empty; listing already extended in scope, but official source data is missing",No name available from official source,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MMNNF,MMNNF,OTC,Stock,,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.2,"official issuer name, ISIN, and verification of OTC listing status","Listing already in extended scope with pass quality but lacks official source-of-truth linkage; issuer name is missing, preventing full validation.",Missing critical identity data; official evidence required before any scope change.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MMRGF,MMRGF,OTC,Stock,Minaurum Silver Inc.,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.35,official ISIN and confirmation of issuer identity (Minaurum Silver Inc.) and OTC listing,"Listing already in extended scope and passed quality, but no official source-of-truth linkage exists to confirm the provided name and OTC status.",Lacks verified official evidence; scope decision requires source-of-truth confirmation.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MMSDF,MMSDF,OTC,Stock,Macarthur Minerals Limited,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.35,official ISIN and confirmation of issuer identity (Macarthur Minerals Limited) and OTC listing,"Listing already in extended scope and passed quality, but no official source-of-truth linkage exists to confirm the provided name and OTC status.",Lacks verified official evidence; scope decision requires source-of-truth confirmation.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
OTC::MMTIF,MMTIF,OTC,Stock,Micromem Technologies Inc,extended,otc_listing,pass,,,,,already_extended_otc_listing,not_applicable,no_metadata_enrichment_needed,needs_official_evidence,0.35,official ISIN and confirmation of issuer identity (Micromem Technologies Inc) and OTC listing,"Listing already in extended scope and passed quality, but no official source-of-truth linkage exists to confirm the provided name and OTC status.",Lacks verified official evidence; scope decision requires source-of-truth confirmation.,otc_scope_evidence_review,Do not alter OTC scope unless official listing evidence supports the decision.,Resolve with listing-keyed official OTC/SEC/issuer evidence or keep the field blank/source-gapped. DeepSeek output alone must not be applied.
