isin,registered_country,isin_valid,cluster_count,listing_count,listing_keys,member_names,member_exchanges,member_tickers,shared_tickers,collision_signals,decision_candidate,review_queue,review_gate,recommended_next_source,closure_status
CA08663L1040,Canada,true,2,2,NYSE ARCA::SPXU|TSX::SPXU,Global X S&P 500 Index Bull ETF | ProShares UltraPro Short S&P500,NYSE ARCA | TSX,SPXU,SPXU,name_clusters_disjoint;ticker_collision;registered_country_known,ticker_collision_isin_misassignment_suspected,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
LU1287023185,Luxembourg,true,2,2,NYSE::MTD|XETRA::LYXD,Amundi Euro Government Bond 7-10Y UCITS ETF Acc EUR | Mettler-Toledo International Inc,NYSE | XETRA,LYXD | MTD,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
LU1287023342,Luxembourg,true,2,2,NYSE::MAA|XETRA::LYXA,Lyxor EuroMTS Highest Rated Macro-Weighted Government Bond DR UCITS C | Mid-America Apartment Communities Inc,NYSE | XETRA,LYXA | MAA,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
LU1602144575,Luxembourg,true,2,2,NYSE::CMU|XETRA::AMED,Amundi Index Solutions - Amundi ETF MSCI EMU ESG Leaders Select | MFS High Yield Municipal Closed Fund,NYSE | XETRA,AMED | CMU,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
LU1681044720,Luxembourg,true,2,2,NYSE::CSW|XETRA::540J,"Amundi Index Solutions - Amundi MSCI Switzerland | CSW Industrials, Inc.",NYSE | XETRA,540J | CSW,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
LU1686830909,Luxembourg,true,2,2,NYSE ARCA::LEMB|XETRA::LYQS,Amundi IS Global EmBdMrkt IBOXX D EUR | iShares J.P. Morgan EM Local Currency Bond ETF,NYSE ARCA | XETRA,LEMB | LYQS,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
LU1829218749,Luxembourg,true,2,2,Euronext::COMO|XETRA::LYTR,Amundi Bl Equal-weight Comm ex-A UE A | Lyxor Commodities Refinitiv/CoreCommodity CRB TR UCITS ETF - Acc-EUR,Euronext | XETRA,COMO | LYTR,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
LU1841731745,Luxembourg,true,2,2,OTC::LCCN|XETRA::L4K3,LeapCharger Corporation | Lyxor MSCI China UCITS ETF - Acc,OTC | XETRA,L4K3 | LCCN,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
LU1953136287,Luxembourg,true,2,2,Euronext::SRICD|NASDAQ::ASRT,Assertio Therapeutics Inc | BNP Paribas Easy € Corp Bond SRI PAB UCITS ETF Distribution EUR,Euronext | NASDAQ,ASRT | SRICD,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
LU2090063673,Luxembourg,true,2,2,OTC::NADA|SIX::LJPN,Lyxor Core MSCI Japan (DR) UCITS ETF 2 CHF | North American DataCom Inc,OTC | SIX,LJPN | NADA,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
LU2244387457,Luxembourg,true,2,2,Euronext::GEMU|OTC::ASRE,Astra Energy Inc | BNP Paribas Easy JPM ESG EMU Government Bond IG 3-5 Y UCITS ETF Capitalisation EUR,Euronext | OTC,ASRE | GEMU,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
MHY2065G1219,Marshall Islands,true,2,2,NYSE::DHT|TSX::DHT-UN,DHT Holdings Inc | DRI Healthcare Trust,NYSE | TSX,DHT | DHT-UN,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
MT0002400118,Malta,true,2,2,CPH::UIE|LSE::0KGQ,UIE PLC | United International Enterprises Ltd.,CPH | LSE,0KGQ | UIE,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
MX01GC2M0006,Mexico,true,2,2,NYSE ARCA::GCC|OTC::GCWOF,Grupo Cementos de Chihuahua S.A.B. de C.V | WisdomTree Continuous Commodity Index Fund,NYSE ARCA | OTC,GCC | GCWOF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
MX01OM000018,Mexico,true,2,2,NASDAQ::OMAB|OTC::GAERF,Central North Airport Group | Grupo Aeroportuario del Centro Norte SAB de CV,NASDAQ | OTC,GAERF | OMAB,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
MX01Q0000008,Mexico,true,2,2,NYSE::Q|OTC::QUCOF,"Qnity Electronics, Inc | Quálitas Controladora S.A.B. de C.V",NYSE | OTC,Q | QUCOF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
MXP001661018,Mexico,true,2,2,BMV::ASURB|OTC::ASRMF,Grupo Aeroportuario del Sureste S. A. B. de C. V | SOUTHEAST AIRPORT GROUP,BMV | OTC,ASRMF | ASURB,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
NL0009169515,Netherlands,true,2,2,AMS::EARTH|LSE::0MNA,DGB Group N.V. | GREEN EARTH GROUP,AMS | LSE,0MNA | EARTH,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
NL0010556726,Netherlands,true,2,2,AMS::HWK|NYSE::IEX,HAWICK DATA NV | IDEX Corporation,AMS | NYSE,HWK | IEX,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
NO0010310956,Norway,true,2,2,LSE::0FWY|OTC::SALM,SalMar ASA | Salem Media Group Inc,LSE | OTC,0FWY | SALM,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
NO0012470089,Norway,true,2,2,LSE::0KV7|OTC::TMCGF,TomCo Energy Plc | Tomra Systems ASA,LSE | OTC,0KV7 | TMCGF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
NZAIRE0001S2,New Zealand,true,2,2,NYSE::AIZ|OTC::ANZFF,Air New Zealand Limited | Assurant Inc,NYSE | OTC,AIZ | ANZFF,,name_clusters_disjoint;registered_country_known,isin_shared_by_distinct_issuers,manual_isin_identity_review,"Do not change, blank, or reassign any ISIN, country, or name until official listing-keyed identifier evidence (national numbering agency / issuer / exchange security master) confirms which listing holds the ISIN.",Official national numbering agency (ISIN registry) or issuer/exchange security master keyed to the exact listing_key.,open_needs_official_identifier_evidence
